row_index,ID,Tool,missing_rate,zero_rate,y_true,global_pred,residual_pred,corrected_pred,global_residual,corrected_residual,global_absolute_error,corrected_absolute_error,absolute_error_change,improved
702,NH1835,O,0.002600297176820208,0.03528974739970282,1.6142395746208331,2.8999783992767334,-0.06022104620933533,2.8819120854139326,-1.2857388246559003,-1.2676725107930995,1.2857388246559003,1.2676725107930995,0.018066313862800776,True
721,NH1856,J,0.002600297176820208,0.030832095096582468,2.6143279836063944,3.0473575592041016,-0.04766102135181427,3.0330592527985574,-0.43302957559770716,-0.41873126919216297,0.43302957559770716,0.41873126919216297,0.014298306405544192,True
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.723811626434326,-0.03758765384554863,2.7125353302806614,-0.36639182545189364,-0.35511552929822887,0.36639182545189364,0.35511552929822887,0.011276296153664767,True
788,NH1928,J,0.002228826151560178,0.033060921248142645,2.5245502537879165,2.87532114982605,-0.05241789668798447,2.8595957808196544,-0.3507708960381333,-0.33504552703173784,0.3507708960381333,0.33504552703173784,0.01572536900639543,True
585,NH1665,L,0.03863298662704309,0.048662704309063894,2.4984651515149996,2.8381049633026123,-0.03944120556116104,2.826272601634264,-0.3396398117876127,-0.3278074501192645,0.3396398117876127,0.3278074501192645,0.011832361668348224,True
722,NH1857,J,0.0014858841010401188,0.0338038632986627,2.542369007576389,2.8397176265716553,-0.017732972279191017,2.834397734887898,-0.2973486189952661,-0.292028727311509,0.2973486189952661,0.292028727311509,0.0053198916837571275,True
731,NH1866,N,0.03566121842496285,0.037518573551263,2.380365381313055,2.68550443649292,-0.053670044988393784,2.669403422996402,-0.3051390551798647,-0.2890380416833467,0.3051390551798647,0.2890380416833467,0.016101013496518046,True
651,NH1781,J,0.02786032689450223,0.03194650817236255,3.201655295454167,2.9150567054748535,0.0027312403544783592,2.915876077581197,0.28659858997931353,0.2857792178729701,0.28659858997931353,0.2857792178729701,0.000819372106343419,True
292,NH1321,M,0.0003714710252600297,0.04234769687964339,2.472396916666667,2.7664794921875,-0.031089603900909424,2.757152611017227,-0.29408257552083317,-0.28475569435056025,0.29408257552083317,0.28475569435056025,0.009326881170272916,True
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.746413230895996,-0.009876802563667297,2.7434501901268957,0.27194203804233696,0.27490507881143733,0.27194203804233696,0.27490507881143733,-0.002963040769100367,False
715,NH1848,O,0.0014858841010401188,0.03863298662704309,2.5659426136366656,2.8417320251464844,-0.01020258478820324,2.8386712497100235,-0.2757894115098187,-0.27272863607335784,0.2757894115098187,0.27272863607335784,0.003060775436460883,True
307,NH1335,N,0.003714710252600297,0.044947994056463596,3.0797070101005546,2.791261911392212,0.059788137674331665,2.8091983526945112,0.2884450987083427,0.27050865740604335,0.2884450987083427,0.27050865740604335,0.017936441302299322,True
590,NH1671,L,0.0007429420505200594,0.030832095096582468,2.7723035265154166,2.526176929473877,-0.06882966309785843,2.5055280305445193,0.2461265970415396,0.2667754959708972,0.2461265970415396,0.2667754959708972,-0.020648898929357618,False
280,NH1302,N,0.0,0.03789004457652303,3.014583128788751,2.7753539085388184,-0.0507907010614872,2.760116698220372,0.23922922024993243,0.2544664305683786,0.23922922024993243,0.2544664305683786,-0.01523721031844616,False
795,NH1938,N,0.0007429420505200594,0.02823179791976226,2.5318498636364577,2.7952163219451904,-0.0340697206556797,2.7849954057484867,-0.26336645830873273,-0.253145542112029,0.26336645830873273,0.253145542112029,0.010220916196703733,True
269,NH1291,M,0.029346210995542348,0.05163447251114413,2.8228221780299996,2.5777766704559326,-0.021136723458766937,2.5714356534183027,0.24504550757406696,0.25138652461169686,0.24504550757406696,0.25138652461169686,-0.0063410170376299035,False
557,NH1610,J,0.001114413075780089,0.03714710252600297,2.4609179873736116,2.71614408493042,-0.03478158265352249,2.705709610134363,-0.25522609755680836,-0.24479162276075161,0.25522609755680836,0.24479162276075161,0.010434474796056747,True
515,NH1569,J,0.0003714710252600297,0.041604754829123326,3.258172492424584,3.0232222080230713,-0.028911365196108818,3.0145487984642387,0.23495028440151255,0.2436236939603451,0.23495028440151255,0.2436236939603451,-0.008673409558832557,False
323,NH1352,N,0.0003714710252600297,0.04309063893016345,2.7900420984851406,3.033813714981079,-0.01481555588543415,3.029369048215449,-0.24377161649593848,-0.23932694973030832,0.24377161649593848,0.23932694973030832,0.004444666765630156,True
138,NH1122,L,0.0014858841010401188,0.04309063893016345,2.3921322121216675,2.6446871757507324,-0.052635449916124344,2.6288965407758953,-0.25255496362906493,-0.2367643286542278,0.25255496362906493,0.2367643286542278,0.015790634974837126,True
253,NH1272,M,0.0007429420505200594,0.05609212481426449,2.941386454545417,2.704188823699951,0.006702834274619818,2.7061996739823373,0.23719763084546575,0.23518678056307962,0.23719763084546575,0.23518678056307962,0.002010850282386123,True
552,NH1605,N,0.02711738484398217,0.033432392273402674,2.539839329545001,2.7699649333953857,0.01670052297413349,2.774975090287626,-0.23012560385038494,-0.235135760742625,0.23012560385038494,0.235135760742625,-0.0050101568922400475,False
725,NH1860,J,0.0029717682020802376,0.031203566121842496,3.2950815606061115,3.060936212539673,0.009489614516496658,3.063783096894622,0.2341453480664386,0.23129846371148943,0.2341453480664386,0.23129846371148943,0.002846884354949175,True
777,NH1916,L,0.0007429420505200594,0.03714710252600297,2.4743899356062498,2.715214729309082,-0.0326443575322628,2.7054214220494033,-0.24082479370283227,-0.23103148644315352,0.24082479370283227,0.23103148644315352,0.009793307259678752,True
558,NH1611,J,0.0003714710252600297,0.05052005943536404,2.5755620909088894,2.810535430908203,-0.03699908405542374,2.799435705691576,-0.2349733399993137,-0.22387361478268675,0.2349733399993137,0.22387361478268675,0.011099725216626943,True
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.9623866081237793,0.01654641702771187,2.967350533232093,0.2277561646033046,0.22279223949499105,0.2277561646033046,0.22279223949499105,0.0049639251083135605,True
343,NH1379,L,0.0007429420505200594,0.04234769687964339,2.427929627272333,2.6624948978424072,-0.05625660717487335,2.6456179156899453,-0.23456527057007426,-0.21768828841761234,0.23456527057007426,0.21768828841761234,0.016876982152461917,True
748,NH1883,O,0.0274888558692422,0.03863298662704309,3.145264628787778,2.9135193824768066,0.0474037230014801,2.9277404993772507,0.23174524631097126,0.21752412941052723,0.23174524631097126,0.21752412941052723,0.01422111690044403,True
364,NH1402,N,0.0003714710252600297,0.037518573551263,2.7964503750012497,2.606584310531616,-0.08879353851079941,2.579946248978376,0.1898660644696335,0.2165041260228735,0.1898660644696335,0.2165041260228735,-0.02663806155324,False
625,NH1733,L,0.08172362555720654,0.03789004457652303,2.632047236741875,2.8520090579986572,-0.01567717082798481,2.847305906750262,-0.2199618212567822,-0.21525867000838694,0.2199618212567822,0.21525867000838694,0.004703151248395265,True
453,NH1494,N,0.001114413075780089,0.04271916790490342,2.8766519621216666,2.6610610485076904,0.007303078193217516,2.6632519719656558,0.2155909136139762,0.21339999015601085,0.2155909136139762,0.21339999015601085,0.0021909234579653436,True
301,NH1327,L,0.0007429420505200594,0.03789004457652303,2.477386280302916,2.683955669403076,0.018301157280802727,2.689446016587317,-0.2065693891001601,-0.212059736284401,0.2065693891001601,0.212059736284401,-0.005490347184240907,False
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.8357298374176025,0.018220309168100357,2.8411959301680327,0.21567619667323035,0.21021010392280015,0.21567619667323035,0.21021010392280015,0.005466092750430196,True
584,NH1664,M,0.036404160475482915,0.041976225854383355,2.5381910833333334,2.7511305809020996,-0.02122107893228531,2.744764257222414,-0.21293949756876618,-0.20657317388908059,0.21293949756876618,0.20657317388908059,0.006366323679685593,True
420,NH1463,L,0.12741456166419018,0.028603268945022287,2.520522416666666,2.7522284984588623,-0.08519093692302704,2.7266712173819543,-0.2317060817921961,-0.20614880071528807,0.2317060817921961,0.20614880071528807,0.025557281076908023,True
346,NH1382,L,0.0014858841010401188,0.043833580980683504,2.5365751893945836,2.7299671173095703,0.04216644540429115,2.742617050930858,-0.19339192791498672,-0.20604186153627424,0.19339192791498672,0.20604186153627424,-0.012649933621287524,False
675,NH1807,M,0.0014858841010401188,0.029717682020802376,2.917260655304167,2.7402193546295166,-0.0849575400352478,2.7147320926189424,0.17704130067465051,0.20252856268522468,0.17704130067465051,0.20252856268522468,-0.025487262010574163,False
409,NH1450,J,0.0014858841010401188,0.04049034175334324,2.755381289925676,2.93937611579895,0.06038616597652435,2.9574919655919074,-0.18399482587327398,-0.2021106756662312,0.18399482587327398,0.2021106756662312,-0.018115849792957217,False
690,NH1823,O,0.029717682020802376,0.04271916790490342,3.1580758712116666,2.9820401668548584,-0.0799771174788475,2.958047031611204,0.17603570435680815,0.20002883960046258,0.17603570435680815,0.20002883960046258,-0.02399313524365443,False
762,NH1897,O,0.02786032689450223,0.03268945022288262,3.4524270227275,3.2191884517669678,0.1110428050160408,3.25250129327178,0.23323857096053224,0.19992572945572018,0.23323857096053224,0.19992572945572018,0.03331284150481206,True
512,NH1566,J,0.0003714710252600297,0.04049034175334324,2.8937555492425004,3.060746431350708,0.10850108414888382,3.093296756595373,-0.16699088210820756,-0.19954120735287262,0.16699088210820756,0.19954120735287262,-0.03255032524466506,False
168,NH1158,N,0.030089153046062408,0.03863298662704309,2.71284021212125,2.912735939025879,-0.012440350838005543,2.9090038337744772,-0.1998957269046291,-0.19616362165322743,0.1998957269046291,0.19616362165322743,0.003732105251401663,True
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9308273792266846,0.007416736800223589,2.9330524002667517,-0.19272322316614288,-0.19494824420621004,0.19272322316614288,0.19494824420621004,-0.0022250210400671655,False
152,NH1138,N,0.002228826151560178,0.11775631500742942,2.5095889116158334,2.6658802032470703,0.12377285212278366,2.7030120588839055,-0.1562912916312369,-0.19342314726807208,0.1562912916312369,0.19342314726807208,-0.03713185563683519,False
