row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_residual,squared_error,AN_tool_max_z,AN_tool_top5_mean_z,AN_tool_top10_mean_z,AN_tool_count_z3,AN_tool_count_z5
702,NH1835,O,0.002600297176820208,0.03528974739970282,1.6142395746208331,2.878690242767334,-1.2644506681465009,1.2644506681465009,1.5988354921761325,9.165785722292268,8.378476774090014,6.36297290016934,198,5
721,NH1856,J,0.002600297176820208,0.030832095096582468,2.6143279836063944,3.0380678176879883,-0.4237398340815939,0.4237398340815939,0.1795554469874967,4.4347842605654835,4.142741796731384,3.7991628360648746,15,0
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.716881275177002,-0.3594614741945694,0.3594614741945694,0.1292125514301331,4.910435062560568,4.299017478217917,4.048020367727695,18,0
788,NH1928,J,0.002228826151560178,0.033060921248142645,2.5245502537879165,2.8721134662628174,-0.34756321247490085,0.34756321247490085,0.12080018666587307,6.782849125074295,6.194420746111957,5.599750554763093,60,8
585,NH1665,L,0.03863298662704309,0.048662704309063894,2.4984651515149996,2.8298022747039795,-0.3313371231889799,0.3313371231889799,0.10978428920314924,9.725682070880332,8.321638674061287,6.727780312256774,28,9
722,NH1857,J,0.0014858841010401188,0.0338038632986627,2.542369007576389,2.853299140930176,-0.3109301333537866,0.3109301333537866,0.09667754782740352,3.283090515742189,3.101998782725648,2.8371830808498855,4,0
731,NH1866,N,0.03566121842496285,0.037518573551263,2.380365381313055,2.6887154579162598,-0.30835007660320457,0.30835007660320457,0.09507976974120212,16.248192496351596,6.404220026260982,4.772009729297379,12,1
307,NH1335,N,0.003714710252600297,0.044947994056463596,3.0797070101005546,2.7881598472595215,0.2915471628410331,0.2915471628410331,0.08499974816065588,5.94800875292951,4.952153780927452,4.722222340584851,43,1
651,NH1781,J,0.02786032689450223,0.03194650817236255,3.201655295454167,2.9133636951446533,0.28829160030951373,0.28829160030951373,0.08311204680902042,11.80397770689568,4.927549814889542,3.649853578667438,3,1
292,NH1321,M,0.0003714710252600297,0.04234769687964339,2.472396916666667,2.757004737854004,-0.2846078211873371,0.2846078211873371,0.08100161188100323,4.627780700468451,4.037180366402543,3.394652641487639,5,0
