row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_error,squared_error,hard_sample,error_percentile
702,NH1835,O,0.002600297176820208,0.03528974739970282,1.6142395746208331,2.878690242767334,-1.2644506681465009,1.2644506681465009,1.5988354921761325,True,1.0
721,NH1856,J,0.002600297176820208,0.030832095096582468,2.6143279836063944,3.0380678176879883,-0.4237398340815939,0.4237398340815939,0.1795554469874967,True,0.99875
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.716881275177002,-0.3594614741945694,0.3594614741945694,0.1292125514301331,True,0.9975
788,NH1928,J,0.002228826151560178,0.033060921248142645,2.5245502537879165,2.8721134662628174,-0.34756321247490085,0.34756321247490085,0.12080018666587307,True,0.99625
585,NH1665,L,0.03863298662704309,0.048662704309063894,2.4984651515149996,2.8298022747039795,-0.3313371231889799,0.3313371231889799,0.10978428920314924,True,0.995
722,NH1857,J,0.0014858841010401188,0.0338038632986627,2.542369007576389,2.853299140930176,-0.3109301333537866,0.3109301333537866,0.09667754782740352,True,0.99375
731,NH1866,N,0.03566121842496285,0.037518573551263,2.380365381313055,2.6887154579162598,-0.30835007660320457,0.30835007660320457,0.09507976974120212,True,0.9925
307,NH1335,N,0.003714710252600297,0.044947994056463596,3.0797070101005546,2.7881598472595215,0.2915471628410331,0.2915471628410331,0.08499974816065588,True,0.99125
651,NH1781,J,0.02786032689450223,0.03194650817236255,3.201655295454167,2.9133636951446533,0.28829160030951373,0.28829160030951373,0.08311204680902042,True,0.99
292,NH1321,M,0.0003714710252600297,0.04234769687964339,2.472396916666667,2.757004737854004,-0.2846078211873371,0.2846078211873371,0.08100161188100323,True,0.98875
138,NH1122,L,0.0014858841010401188,0.04309063893016345,2.3921322121216675,2.6565282344818115,-0.26439602236014403,0.26439602236014403,0.06990525663986578,True,0.9875
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.756821393966675,0.26153387497165825,0.26153387497165825,0.06839996775769097,True,0.98625
515,NH1569,J,0.0003714710252600297,0.041604754829123326,3.258172492424584,3.0006752014160156,0.2574972910085682,0.2574972910085682,0.06630485487675127,True,0.985
715,NH1848,O,0.0014858841010401188,0.03863298662704309,2.5659426136366656,2.8197460174560547,-0.25380340381938904,0.25380340381938904,0.06441616779030786,True,0.98375
343,NH1379,L,0.0007429420505200594,0.04234769687964339,2.427929627272333,2.6766045093536377,-0.24867488208130473,0.24867488208130473,0.06183919697815081,True,0.9825
795,NH1938,N,0.0007429420505200594,0.02823179791976226,2.5318498636364577,2.7797975540161133,-0.24794769037965558,0.24794769037965558,0.06147805716460555,True,0.98125
557,NH1610,J,0.001114413075780089,0.03714710252600297,2.4609179873736116,2.7072930335998535,-0.24637504622624196,0.24637504622624196,0.06070066340298286,True,0.98
590,NH1671,L,0.0007429420505200594,0.030832095096582468,2.7723035265154166,2.5294525623321533,0.24285096418326324,0.24285096418326324,0.0589765908047406,True,0.97875
269,NH1291,M,0.029346210995542348,0.05163447251114413,2.8228221780299996,2.5855820178985596,0.23724016013144,0.23724016013144,0.05628289357919129,True,0.9775
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.953381299972534,0.23676147275454973,0.23676147275454973,0.05605599498090339,True,0.97625
552,NH1605,N,0.02711738484398217,0.033432392273402674,2.539839329545001,2.7748587131500244,-0.2350193836050236,0.2350193836050236,0.05523411067008524,True,0.975
280,NH1302,N,0.0,0.03789004457652303,3.014583128788751,2.781926155090332,0.23265697369841876,0.23265697369841876,0.054129267410506714,True,0.97375
558,NH1611,J,0.0003714710252600297,0.05052005943536404,2.5755620909088894,2.8078014850616455,-0.23223939415275607,0.23223939415275607,0.05393513619643919,True,0.9725
323,NH1352,N,0.0003714710252600297,0.04309063893016345,2.7900420984851406,3.021575689315796,-0.23153359083065528,0.23153359083065528,0.0536078036829373,True,0.97125
748,NH1883,O,0.0274888558692422,0.03863298662704309,3.145264628787778,2.9137895107269287,0.2314751180608492,0.2314751180608492,0.05358073028128407,True,0.97
625,NH1733,L,0.08172362555720654,0.03789004457652303,2.632047236741875,2.860309600830078,-0.2282623640882031,0.2282623640882031,0.052103706859135394,True,0.96875
725,NH1860,J,0.0029717682020802376,0.031203566121842496,3.2950815606061115,3.06935453414917,0.22572702645694154,0.22572702645694154,0.05095269047309278,True,0.9675
420,NH1463,L,0.12741456166419018,0.028603268945022287,2.520522416666666,2.745307445526123,-0.22478502885945684,0.22478502885945684,0.050528309199346845,True,0.96625
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.826930522918701,0.22447551117213171,0.22447551117213171,0.05038925511598983,True,0.965
253,NH1272,M,0.0007429420505200594,0.05609212481426449,2.941386454545417,2.7207226753234863,0.2206637792219306,0.2206637792219306,0.048692503460504924,True,0.96375
777,NH1916,L,0.0007429420505200594,0.03714710252600297,2.4743899356062498,2.694941997528076,-0.22055206192182641,0.22055206192182641,0.04864321201796915,True,0.9625
453,NH1494,N,0.001114413075780089,0.04271916790490342,2.8766519621216666,2.6579370498657227,0.21871491225594397,0.21871491225594397,0.047836212843125274,True,0.96125
168,NH1158,N,0.030089153046062408,0.03863298662704309,2.71284021212125,2.926353931427002,-0.21351371930575214,0.21351371930575214,0.04558810833177551,True,0.96
762,NH1897,O,0.02786032689450223,0.03268945022288262,3.4524270227275,3.2400777339935303,0.21234928873396974,0.21234928873396974,0.04509222042582285,True,0.95875
