row_index,ID,Tool,missing_rate,zero_rate,y_true,anomaly_max_z,anomaly_top5_mean_z,anomaly_top10_mean_z,anomaly_count_z2,anomaly_count_z3,anomaly_count_z5,y_pred,residual,absolute_residual,squared_error
0,NH0995,O,0.0003714710252600297,0.044947994056463596,2.814025348484583,7.509284397805203,6.3688893106207916,5.32193170925874,79,19,6,2.7011919021606445,0.11283344632393844,0.11283344632393844,0.012731386609337095
1,NH0996,O,0.0,0.03714710252600297,2.78295470454625,3.844620353684313,3.7898146854865096,3.447033102185401,61,10,0,2.78692364692688,-0.003968942380629947,0.003968942380629947,1.5752503620760513e-05
2,NH0997,O,0.0018573551263001485,0.04569093610698365,2.7259733598475004,8.455138226908998,6.034618398559232,4.819113894075637,66,13,3,2.689643383026123,0.0363299768213774,0.0363299768213774,0.001319867215841819
3,NH0998,O,0.0014858841010401188,0.03714710252600297,2.7947683712120837,16.27885903755127,10.52263019208983,7.361180675202114,65,20,6,2.784297227859497,0.010471143352586587,0.010471143352586587,0.00010964484311041827
4,NH0999,N,0.0018573551263001485,0.036404160475482915,2.787539200757083,6.407330300440801,4.908115649313798,4.30272627104017,95,22,2,2.7747421264648438,0.012797074292239419,0.012797074292239419,0.00016376511044109503
5,NH1000,L,0.0007429420505200594,0.05163447251114413,2.5691751628791666,4.538264491476295,4.092936439124623,3.8946603864777303,63,18,0,2.6035196781158447,-0.03434451523667814,0.03434451523667814,0.001179545726842417
6,NH1001,N,0.029346210995542348,0.03677563150074294,2.9658237234845823,13.088713808685444,7.0221922238381875,5.478599760166452,89,42,6,2.944114923477173,0.02170880000740949,0.02170880000740949,0.00047127199776170225
7,NH1001,O,0.029346210995542348,0.03714710252600297,2.9658237234845823,13.088713808685444,7.207373747561545,5.966023068940915,91,45,8,2.997779130935669,-0.031955407451086604,0.031955407451086604,0.0010211480653649612
8,NH1002,L,0.029717682020802376,0.04271916790490342,2.7739209507579163,6.691474283118395,4.621778510608538,4.050734587646605,87,35,2,2.741633653640747,0.03228729711716927,0.03228729711716927,0.0010424695551323668
9,NH1002,O,0.029717682020802376,0.041976225854383355,2.7739209507579163,6.691474283118395,4.621778510608538,4.050734587646605,91,36,2,2.807332992553711,-0.0334120417957946,0.0334120417957946,0.0011163645369639253
10,NH1003,N,0.03194650817236255,0.03863298662704309,3.1972194621212506,6.691474283118395,4.595092274943365,4.050050253560002,85,36,2,3.1702933311462402,0.0269261309750104,0.0269261309750104,0.0007250165292834144
11,NH1003,O,0.03194650817236255,0.03863298662704309,3.1972194621212506,6.691474283118395,5.262154483679145,4.52134869639556,92,41,3,3.184466600418091,0.012752861703159812,0.012752861703159812,0.0001626354816199202
12,NH1004,N,0.030089153046062408,0.0412332838038633,3.112323340909583,5.316071757645911,4.002009381046701,3.7408500228656862,117,33,1,3.0666282176971436,0.045695123212439626,0.045695123212439626,0.0020880442854000385
13,NH1004,O,0.030089153046062408,0.041604754829123326,3.112323340909583,5.988364681611849,4.61282142402303,4.085240733602608,120,37,2,3.1372601985931396,-0.024936857683556468,0.024936857683556468,0.0006218468711299492
14,NH1005,L,0.0274888558692422,0.03863298662704309,2.756221803030417,7.356769493682206,6.838441509796313,5.817394719434342,148,20,7,2.706467390060425,0.04975441296999206,0.04975441296999206,0.002475501609988514
15,NH1006,M,0.02674591381872214,0.04049034175334324,3.122650814393333,4.301869257056098,3.8305648958988217,3.5160333884013837,163,15,0,3.069779634475708,0.05287117991762491,0.05287117991762491,0.0027953616658818637
16,NH1007,L,0.02711738484398217,0.03714710252600297,2.9521636515150003,11.90999306666961,9.38410093184237,6.749442131489441,177,23,4,2.941699743270874,0.010463908244126241,0.010463908244126241,0.00010949337574149311
17,NH1008,M,0.02711738484398217,0.041976225854383355,3.0680799873733338,9.771865105298948,5.92844292056275,4.67708496331062,195,17,2,2.981471538543701,0.08660844882963259,0.08660844882963259,0.007501023408675087
18,NH1009,L,0.02786032689450223,0.03603268945022288,2.652616911615555,7.225043360731849,4.5738867004231105,3.8463737407731102,158,11,1,2.70428204536438,-0.051665133748824754,0.051665133748824754,0.0026692860452839505
19,NH1010,M,0.02711738484398217,0.041604754829123326,2.954648253787917,6.4309493076379045,4.703017094267681,4.131025620431482,178,17,1,2.900005578994751,0.05464267479316609,0.05464267479316609,0.0029858219085517087
20,NH1011,L,0.02711738484398217,0.03417533432392273,2.739788863636666,5.549887952148858,4.168359803048775,3.6272749276700287,149,14,1,2.7684741020202637,-0.0286852383835976,0.0286852383835976,0.000822842901123821
21,NH1012,M,0.02823179791976226,0.043462109955423475,2.908289215909583,6.683201102720902,4.952296140784473,4.097077471712736,166,14,2,2.8837215900421143,0.024567625867468745,0.024567625867468745,0.0006035682407639194
22,NH1013,M,0.0274888558692422,0.0412332838038633,2.911308340909167,5.359428811437619,4.194082113081974,3.6291990856142613,156,13,1,2.8608202934265137,0.05048804748265345,0.05048804748265345,0.0025490429386106697
23,NH1014,O,0.0007429420505200594,0.04606240713224369,2.777979219696667,11.467399717521216,6.3993688175647865,5.052085618320233,82,21,3,2.780362844467163,-0.002383624770496251,0.002383624770496251,5.681667046523305e-06
24,NH1015,O,0.0007429420505200594,0.04086181277860327,2.5617208522729173,14.725606927986334,8.303569139278135,6.014080690096631,100,25,3,2.7194416522979736,-0.15772080002505628,0.15772080002505628,0.024875850760543796
25,NH1016,O,0.0007429420505200594,0.04457652303120357,2.7517345643929176,4.511387366482874,3.942099326432197,3.64106981324743,68,15,0,2.6792752742767334,0.07245929011618424,0.07245929011618424,0.005250348724141355
26,NH1017,O,0.0003714710252600297,0.04234769687964339,3.0183430984837494,19.962496086411633,9.556865251800062,6.45303131277368,71,17,2,3.0687100887298584,-0.05036699024610902,0.05036699024610902,0.0025368337064516416
27,NH1018,O,0.001114413075780089,0.045319465081723624,2.6919653901504166,10.784905234519847,5.282448623753412,4.393398111438277,68,18,1,2.679304599761963,0.012660790388453691,0.012660790388453691,0.00016029561326036135
28,NH1019,O,0.001114413075780089,0.045319465081723624,2.7220047992416667,4.738143589947663,4.15538431843804,3.9139710152664207,76,20,0,2.722959041595459,-0.0009542423537922673,0.0009542423537922673,9.105784697710066e-07
29,NH1020,O,0.0003714710252600297,0.043462109955423475,2.7690984053041667,4.538264491476295,4.10232833665753,3.89596972144495,75,19,0,2.815866231918335,-0.04676782661416823,0.04676782661416823,0.002187229606212902
30,NH1021,M,0.002228826151560178,0.05163447251114413,2.6494786287883336,3.844620353684313,3.68007920407439,3.402812472682079,74,11,0,2.750149965286255,-0.10067133649792126,0.10067133649792126,0.010134717992277694
