feature,operation,robust_median_shift,missing_rate_shift,combined_shift
344X212,344,15000.166666666666,0.0,15000.166666666666
344X159,344,1598.0,0.0,1598.0
344X87,344,1186.6,0.0,1186.6
344X172,344,800.0,0.0,800.0
344X154,344,785.0,0.0,785.0
344X114,344,569.5,0.0,569.5
344X158,344,185.0397058823528,0.9283707865168539,186.8964474553865
344X105,344,180.2,0.0,180.2
344X48,344,86.0,0.0,86.0
344X194,344,68.67034313725496,0.9283707865168539,70.52708471028866
344X119,344,53.82352941176475,0.9283707865168539,55.68027098479846
344X110,344,35.882352941176464,0.9283707865168539,37.73909451421017
344X55,344,33.88000000000002,0.0,33.88000000000002
344X221,344,23.988144329896905,0.0,23.988144329896905
344X225,344,23.62324393358876,0.0,23.62324393358876
344X73,344,11.000000000000004,0.0,11.000000000000004
220X163,220,10.200692696616702,0.0,10.200692696616702
344X78,344,7.4347826086956506,0.0,7.4347826086956506
344X10,344,6.25,0.0,6.25
344X149,344,3.910294117647069,0.9283707865168539,5.7670356906807765
344X5,344,4.5,0.0,4.5
750X327,750,2.5736434108527124,0.0,2.5736434108527124
344X77,344,0.27934782608695724,0.9283707865168539,2.136089399120665
344X83,344,0.2658567774936052,0.9283707865168539,2.122598350527313
344X137,344,0.26176470588235295,0.9283707865168539,2.118506278916061
344X53,344,0.19476470588235287,0.9283707865168539,2.0515062789160607
344X71,344,0.1910407239819005,0.9283707865168539,2.0477822970156083
340X107,340,2.0239099859353025,0.0,2.0239099859353025
220X33,220,1.877906976744186,0.0,1.877906976744186
ERROR:#N/A_8,META,0.0,0.9297752808988764,1.8595505617977528
ERROR:#N/A_11,META,0.0,0.9297752808988764,1.8595505617977528
ERROR:#N/A_16,META,0.0,0.9297752808988764,1.8595505617977528
400X167,400,1.766662932676151,0.010323033707865168,1.7873090000918812
400X63,400,1.7692781542252338,0.00625,1.7817781542252338
311X58,311,1.7750025157585467,0.002865168539325842,1.7807328528371984
311X77,311,1.736608922034794,0.017219101123595495,1.771047124281985
311X165,311,1.7150121220779146,0.02050561797752809,1.7560233580329707
311X5,311,1.7082929323111569,0.015730337078651693,1.7397536064684602
311X162,311,1.7324639874751744,0.0008848314606741681,1.7342336503965228
344X13,344,1.5,0.0,1.5
750X1267,750,1.2631578947368394,0.0,1.2631578947368394
750X702,750,1.2620760534429607,0.0,1.2620760534429607
520X108,520,1.0,0.001853932584269663,1.0037078651685394
520X86,520,1.0,0.001853932584269663,1.0037078651685394
520X44,520,1.0,0.001853932584269663,1.0037078651685394
520X56,520,1.0,0.001853932584269663,1.0037078651685394
520X111,520,1.0,0.001853932584269663,1.0037078651685394
520X128,520,1.0,0.001853932584269663,1.0037078651685394
520X89,520,1.0,0.001853932584269663,1.0037078651685394
520X117,520,1.0,0.001853932584269663,1.0037078651685394
520X49,520,1.0,0.001853932584269663,1.0037078651685394
520X19,520,1.0,0.001853932584269663,1.0037078651685394
520X27,520,1.0,0.001853932584269663,1.0037078651685394
520X58,520,1.0,0.001853932584269663,1.0037078651685394
520X98,520,1.0,0.001853932584269663,1.0037078651685394
520X74,520,1.0,0.001853932584269663,1.0037078651685394
520X101,520,1.0,0.001853932584269663,1.0037078651685394
520X112,520,1.0,0.001853932584269663,1.0037078651685394
520X94,520,1.0,0.001853932584269663,1.0037078651685394
520X96,520,1.0,0.001853932584269663,1.0037078651685394
520X36,520,1.0,0.001853932584269663,1.0037078651685394
520X109,520,1.0,0.001853932584269663,1.0037078651685394
520X113,520,1.0,0.001853932584269663,1.0037078651685394
520X12,520,1.0,0.001853932584269663,1.0037078651685394
520X66,520,1.0,0.001853932584269663,1.0037078651685394
520X130,520,1.0,0.001853932584269663,1.0037078651685394
520X59,520,1.0,0.001853932584269663,1.0037078651685394
520X104,520,1.0,0.001853932584269663,1.0037078651685394
520X99,520,1.0,0.001853932584269663,1.0037078651685394
520X39,520,1.0,0.001853932584269663,1.0037078651685394
520X21,520,1.0,0.001853932584269663,1.0037078651685394
520X68,520,1.0,0.001853932584269663,1.0037078651685394
520X69,520,1.0,0.001853932584269663,1.0037078651685394
520X24,520,1.0,0.001853932584269663,1.0037078651685394
420X159,420,1.0,0.0007865168539325845,1.0015730337078652
311X104,311,1.0,0.000772471910112359,1.0015449438202246
311X107,311,1.0,0.000772471910112359,1.0015449438202246
311X128,311,1.0,0.000772471910112359,1.0015449438202246
311X103,311,1.0,0.000772471910112359,1.0015449438202246
311X130,311,1.0,0.000772471910112359,1.0015449438202246
330X588,330,0.6401288977348144,0.17415730337078653,0.9884435044763875
750X155,750,0.9807692307692326,0.0,0.9807692307692326
210X134,210,0.9453192098482682,0.0,0.9453192098482682
210X168,210,0.9448287919278703,0.0,0.9448287919278703
210X120,210,0.944694583973142,0.0,0.944694583973142
210X156,210,0.9428451199287116,0.0,0.9428451199287116
210X166,210,0.9412734494042415,0.0,0.9412734494042415
210X118,210,0.9403983815748521,0.0,0.9403983815748521
210X132,210,0.9402037272232447,0.0,0.9402037272232447
210X81,210,0.9373105438058518,0.0,0.9373105438058518
210X144,210,0.9342436578410666,0.0,0.9342436578410666
210X150,210,0.9326455857068102,0.0,0.9326455857068102
210X148,210,0.9210368594545997,0.0,0.9210368594545997
750X228,750,0.9162087912087933,0.0,0.9162087912087933
520X1,520,0.8172993598054561,0.001853932584269663,0.8210072249739955
210X3,210,0.818181818181818,0.0,0.818181818181818
520X351,520,0.8073543789657412,0.0010955056179775282,0.8095453902016964
520X345,520,0.80732403609516,0.0010955056179775282,0.8095150473311151
520X353,520,0.8073028435676832,0.0,0.8073028435676832
520X246,520,0.8072927263061869,0.0,0.8072927263061869
210X151,210,0.7938455788457348,0.0,0.7938455788457348
210X149,210,0.7825734927752853,0.0,0.7825734927752853
210X169,210,0.7623699299214274,0.0,0.7623699299214274
330X1127,330,0.41357459691614123,0.17415730337078653,0.7618892036577143
210X121,210,0.7615258304913488,0.0,0.7615258304913488
210X135,210,0.7614928012124285,0.0,0.7614928012124285
210X163,210,0.7590786971352674,0.0,0.7590786971352674
210X157,210,0.7575775620794383,0.0,0.7575775620794383
210X167,210,0.757096267665178,0.0,0.757096267665178
210X11,210,0.7546823356591994,0.0,0.7546823356591994
420X197,420,0.7500000000000056,0.0007865168539325845,0.7515730337078708
210X119,210,0.7487945542214237,0.0,0.7487945542214237
330X810,330,0.3999999999999986,0.17415730337078653,0.7483146067415716
210X133,210,0.7480983492724806,0.0,0.7480983492724806
210X143,210,0.725490196078431,0.0,0.725490196078431
210X206,210,0.7202207535135482,0.0,0.7202207535135482
420X202,420,0.7058823529411826,0.0007865168539325845,0.7074553866490478
520X13,520,0.7,0.001853932584269663,0.7037078651685393
210X84,210,0.6921810054113409,0.0,0.6921810054113409
210X82,210,0.6851470284944421,0.0,0.6851470284944421
520X107,520,0.6666666666666666,0.001853932584269663,0.6703745318352059
520X129,520,0.6666666666666666,0.001853932584269663,0.6703745318352059
520X106,520,0.6666666666666666,0.001853932584269663,0.6703745318352059
520X134,520,0.6666666666666666,0.001853932584269663,0.6703745318352059
210X145,210,0.6562272712404384,0.0,0.6562272712404384
330X602,330,0.3018867924528303,0.17415730337078653,0.6502013991944033
330X609,330,0.30089327691584383,0.17415730337078653,0.6492078836574169
311X206,311,0.6186440677966105,0.000772471910112359,0.6201890116168353
330X704,330,0.23324588600047796,0.17415730337078653,0.581560492742051
420X98,420,0.5714285714285718,0.0007865168539325845,0.573001605136437
210X217,210,0.5672538493327965,0.0,0.5672538493327965
ERROR:#N/A_4,META,0.5606648248586275,0.0,0.5606648248586275
210X207,210,0.5591617681480485,0.0,0.5591617681480485
750X47,750,0.5555555555555556,0.0,0.5555555555555556
520X143,520,0.5453962517123787,0.00422752808988764,0.553851307892154
360X1006,360,0.5384615384615419,0.0,0.5384615384615419
330X189,330,0.1614906832298125,0.17415730337078653,0.5098052899713855
312X51,312,0.47058823529411764,0.016853932584269662,0.5042961004626569
520X57,520,0.5,0.001853932584269663,0.5037078651685394
520X87,520,0.5,0.001853932584269663,0.5037078651685394
520X32,520,0.5,0.001853932584269663,0.5037078651685394
520X88,520,0.5,0.001853932584269663,0.5037078651685394
520X102,520,0.5,0.001853932584269663,0.5037078651685394
311X112,311,0.5000000000000022,0.000772471910112359,0.501544943820227
311X85,311,0.5,0.000772471910112359,0.5015449438202247
311X80,311,0.5,0.000772471910112359,0.5015449438202247
311X84,311,0.5,0.000772471910112359,0.5015449438202247
311X113,311,0.4999999999999978,0.000772471910112359,0.5015449438202225
311X109,311,0.4999999999999978,0.000772471910112359,0.5015449438202225
750X1061,750,0.5000000000000222,0.0,0.5000000000000222
750X785,750,0.5000000000000006,0.0,0.5000000000000006
330X296,330,0.1506129597197899,0.17415730337078653,0.49892756646136294
330X140,330,0.14759036144578372,0.17415730337078653,0.49590496818735674
311X74,311,0.48000000000000115,0.000772471910112359,0.4815449438202259
311X82,311,0.4736842105263095,0.000772471910112359,0.47522915434653423
360X1329,360,0.47058823529411076,0.0,0.47058823529411076
330X403,330,0.11775043936731142,0.17415730337078653,0.46606504610888444
311X83,311,0.45000000000001705,0.000772471910112359,0.4515449438202418
311X81,311,0.45000000000001705,0.000772471910112359,0.4515449438202418
420X97,420,0.4444444444444427,0.0007865168539325845,0.44601747815230786
311X69,311,0.4285714285714295,0.000772471910112359,0.43011637239165423
311X72,311,0.42857142857142877,0.000772471910112359,0.4301163723916535
311X76,311,0.42857142857142877,0.000772471910112359,0.4301163723916535
311X70,311,0.4285714285714282,0.000772471910112359,0.43011637239165296
311X68,311,0.42271662763466006,0.000772471910112359,0.4242615714548848
420X93,420,0.4166666666666669,0.0007865168539325845,0.41823970037453206
420X92,420,0.413793103448277,0.0007865168539325845,0.4153661371561422
311X26,311,0.36779799760720355,0.000772471910112359,0.3693429414274283
311X25,311,0.3660200584776936,0.000772471910112359,0.36756500229791833
330X266,330,0.016582220175035148,0.17415730337078653,0.3648968269166082
210X159,210,0.3632812499999999,0.0,0.3632812499999999
330X216,330,0.007153806847215883,0.17415730337078653,0.35546841358878895
330X206,330,0.0010219724067440888,0.17415730337078653,0.3493365791483171
210X177,210,0.3391812865497075,0.0,0.3391812865497075
311X71,311,0.3333333333333338,0.000772471910112359,0.33487827715355856
311X75,311,0.3333333333333338,0.000772471910112359,0.33487827715355856
360X434,360,0.3106060606060601,0.0,0.3106060606060601
311X86,311,0.3076923076923078,0.000772471910112359,0.30923725151253256
311X67,311,0.28571428571428625,0.000772471910112359,0.287259229534511
311X73,311,0.285714285714285,0.000772471910112359,0.2872592295345097
311X89,311,0.27272727272727243,0.000772471910112359,0.27427221654749717
360X611,360,0.2553191489361706,0.0,0.2553191489361706
311X106,311,0.25175644028103045,0.000772471910112359,0.2533013841012552
220X70,220,0.25,0.00125,0.2525
420X94,420,0.25000000000000167,0.0007865168539325845,0.2515730337078668
220X3,220,0.25,0.0,0.25
210X160,210,0.24999999999999997,0.0,0.24999999999999997
311X90,311,0.2307692307692312,0.000772471910112359,0.2323141745894559
311X87,311,0.23076923076922998,0.000772471910112359,0.2323141745894547
440AX134,440A,0.21999999999998182,0.0,0.21999999999998182
311X88,311,0.21428571428571475,0.000772471910112359,0.21583065810593946
420X96,420,0.20000000000000107,0.0007865168539325845,0.20157303370786622
420X91,420,0.1999999999999993,0.0007865168539325845,0.20157303370786445
210X34,210,0.2,0.0,0.2
210X32,210,0.2,0.0,0.2
420X31,420,0.17977605512489234,0.0007865168539325845,0.1813490888327575
311X12,311,0.16666666666666863,0.000772471910112359,0.16821161048689334
311X8,311,0.16666666666666863,0.000772471910112359,0.16821161048689334
750X1083,750,0.16000000000000114,0.0,0.16000000000000114
750X1105,750,0.15384615384614753,0.0,0.15384615384614753
420X212,420,0.14285714285714576,0.0007865168539325845,0.14443017656501092
311X194,311,0.1428571428571646,0.000772471910112359,0.14440208667738932
311X10,311,0.14285714285714576,0.000772471910112359,0.14440208667737048
311X94,311,0.14285714285714377,0.000772471910112359,0.14440208667736848
311X27,311,0.14144814478209194,0.000772471910112359,0.14299308860231666
311X4,311,0.14134112786172867,0.000772471910112359,0.14288607168195339
311X204,311,0.13888888888888884,0.000772471910112359,0.14043383270911355
360X1152,360,0.12962962962962737,0.0,0.12962962962962737
360X34,360,0.12901023890785443,0.0,0.12901023890785443
420X210,420,0.12500000000000222,0.0007865168539325845,0.12657303370786738
420X209,420,0.12500000000000222,0.0007865168539325845,0.12657303370786738
420X189,420,0.12500000000000167,0.0007865168539325845,0.12657303370786682
420X188,420,0.12499999999999722,0.0007865168539325845,0.12657303370786238
311X93,311,0.12499999999999944,0.000772471910112359,0.12654494382022416
311X91,311,0.12499999999999944,0.000772471910112359,0.12654494382022416
311X95,311,0.12499999999999944,0.000772471910112359,0.12654494382022416
440AX131,440A,0.12500000000003553,0.0,0.12500000000003553
311X211,311,0.11764705882353156,0.000772471910112359,0.11919200264375628
311X193,311,0.11111111111110891,0.000772471910112359,0.11265605493133363
420X205,420,0.10526315789473684,0.0007865168539325845,0.10683619160260201
210X174,210,0.10526315789473684,0.0,0.10526315789473684
311X195,311,0.09090909090908895,0.000772471910112359,0.09245403472931367
750X294,750,0.08943089430894259,0.0,0.08943089430894259
311X188,311,0.0789473684210518,0.000772471910112359,0.08049231224127651
311X52,311,0.06098772119898873,0.008876404494382026,0.07874053018775279
311X207,311,0.07692307692307622,0.000772471910112359,0.07846802074330093
210X187,210,0.06811849259992728,0.0,0.06811849259992728
311X203,311,0.0641025641025623,0.000772471910112359,0.06564750792278702
210X190,210,0.0626895854398381,0.0,0.0626895854398381
420X200,420,0.0522875816993499,0.0007865168539325845,0.05386061540721507
311X190,311,0.05128205128205203,0.000772471910112359,0.052826995102276744
311X205,311,0.051282051282050205,0.000772471910112359,0.052826995102274926
311X1,311,0.05,0.000772471910112359,0.05154494382022472
312X469,312,0.0,0.019817415730337077,0.039634831460674154
312X577,312,0.0,0.019817415730337077,0.039634831460674154
311X189,311,0.03571428571428626,0.000772471910112359,0.03725922953451098
420X194,420,0.027777777777778217,0.0007865168539325845,0.029350811485643384
311X191,311,0.026315789473684605,0.000772471910112359,0.027860733293909323
311X187,311,0.025641025641026015,0.000772471910112359,0.027185969461250733
311X61,311,0.02564102564101667,0.000772471910112359,0.02718596946124139
311X65,311,0.02564102564101667,0.000772471910112359,0.02718596946124139
520X83,520,0.0,0.001853932584269663,0.003707865168539326
520X46,520,0.0,0.001853932584269663,0.003707865168539326
520X118,520,0.0,0.001853932584269663,0.003707865168539326
520X76,520,0.0,0.001853932584269663,0.003707865168539326
420X114,420,0.0,0.0007865168539325845,0.001573033707865169
420X156,420,0.0,0.0007865168539325845,0.001573033707865169
420X140,420,0.0,0.0007865168539325845,0.001573033707865169
420X67,420,0.0,0.0007865168539325845,0.001573033707865169
420X40,420,0.0,0.0007865168539325845,0.001573033707865169
420X69,420,0.0,0.0007865168539325845,0.001573033707865169
420X70,420,0.0,0.0007865168539325845,0.001573033707865169
420X68,420,0.0,0.0007865168539325845,0.001573033707865169
420X134,420,0.0,0.0007865168539325845,0.001573033707865169
420X38,420,0.0,0.0007865168539325845,0.001573033707865169
420X115,420,0.0,0.0007865168539325845,0.001573033707865169
420X35,420,0.0,0.0007865168539325845,0.001573033707865169
420X71,420,0.0,0.0007865168539325845,0.001573033707865169
420X34,420,0.0,0.0007865168539325845,0.001573033707865169
420X36,420,0.0,0.0007865168539325845,0.001573033707865169
420X37,420,0.0,0.0007865168539325845,0.001573033707865169
420X187,420,0.0,0.0007865168539325845,0.001573033707865169
420X99,420,0.0,0.0007865168539325845,0.001573033707865169
420X141,420,0.0,0.0007865168539325845,0.001573033707865169
311X131,311,0.0,0.000772471910112359,0.001544943820224718
311X136,311,0.0,0.000772471910112359,0.001544943820224718
311X92,311,0.0,0.000772471910112359,0.001544943820224718
311X182,311,0.0,0.000772471910112359,0.001544943820224718
311X209,311,0.0,0.000772471910112359,0.001544943820224718
311X115,311,0.0,0.000772471910112359,0.001544943820224718
311X212,311,0.0,0.000772471910112359,0.001544943820224718
311X147,311,0.0,0.000772471910112359,0.001544943820224718
311X66,311,0.0,0.000772471910112359,0.001544943820224718
311X9,311,0.0,0.000772471910112359,0.001544943820224718
311X24,311,0.0,0.000772471910112359,0.001544943820224718
311X11,311,0.0,0.000772471910112359,0.001544943820224718
311X197,311,0.0,0.000772471910112359,0.001544943820224718
311X184,311,0.0,0.000772471910112359,0.001544943820224718
311X63,311,0.0,0.000772471910112359,0.001544943820224718
311X196,311,0.0,0.000772471910112359,0.001544943820224718
311X62,311,0.0,0.000772471910112359,0.001544943820224718
311X30,311,0.0,0.000772471910112359,0.001544943820224718
311X142,311,0.0,0.000772471910112359,0.001544943820224718
311X154,311,0.0,0.000772471910112359,0.001544943820224718
311X32,311,0.0,0.000772471910112359,0.001544943820224718
311X223,311,0.0,0.000772471910112359,0.001544943820224718
311X33,311,0.0,0.000772471910112359,0.001544943820224718
311X135,311,0.0,0.000772471910112359,0.001544943820224718
311X151,311,0.0,0.000772471910112359,0.001544943820224718
311X137,311,0.0,0.000772471910112359,0.001544943820224718
311X29,311,0.0,0.000772471910112359,0.001544943820224718
311X127,311,0.0,0.000772471910112359,0.001544943820224718
311X210,311,0.0,0.000772471910112359,0.001544943820224718
311X119,311,0.0,0.000772471910112359,0.001544943820224718
311X134,311,0.0,0.000772471910112359,0.001544943820224718
311X183,311,0.0,0.000772471910112359,0.001544943820224718
311X133,311,0.0,0.000772471910112359,0.001544943820224718
