row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_error,squared_error,error_percentile,hard_sample
702,NH1835,O,0.002600297176820208,0.03528974739970282,1.6142395746208331,2.8999783992767334,-1.2857388246559003,1.2857388246559003,1.6531243252275358,1.0,True
721,NH1856,J,0.002600297176820208,0.030832095096582468,2.6143279836063944,3.0473575592041016,-0.43302957559770716,0.43302957559770716,0.18751461334233038,0.99875,True
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.723811626434326,-0.36639182545189364,0.36639182545189364,0.1342429697579709,0.9975,True
788,NH1928,J,0.002228826151560178,0.033060921248142645,2.5245502537879165,2.87532114982605,-0.3507708960381333,0.3507708960381333,0.1230402215073949,0.99625,True
585,NH1665,L,0.03863298662704309,0.048662704309063894,2.4984651515149996,2.8381049633026123,-0.3396398117876127,0.3396398117876127,0.11535520175112499,0.995,True
731,NH1866,N,0.03566121842496285,0.037518573551263,2.380365381313055,2.68550443649292,-0.3051390551798647,0.3051390551798647,0.09310984299606052,0.99375,True
722,NH1857,J,0.0014858841010401188,0.0338038632986627,2.542369007576389,2.8397176265716553,-0.2973486189952661,0.2973486189952661,0.08841620121839193,0.9925,True
292,NH1321,M,0.0003714710252600297,0.04234769687964339,2.472396916666667,2.7664794921875,-0.29408257552083317,0.29408257552083317,0.08648456122496655,0.99125,True
307,NH1335,N,0.003714710252600297,0.044947994056463596,3.0797070101005546,2.791261911392212,0.2884450987083427,0.2884450987083427,0.08320057496886554,0.99,True
651,NH1781,J,0.02786032689450223,0.03194650817236255,3.201655295454167,2.9150567054748535,0.28659858997931353,0.28659858997931353,0.08213875177813068,0.98875,True
715,NH1848,O,0.0014858841010401188,0.03863298662704309,2.5659426136366656,2.8417320251464844,-0.2757894115098187,0.2757894115098187,0.07605979950093214,0.9875,True
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.746413230895996,0.27194203804233696,0.27194203804233696,0.07395247205461984,0.98625,True
795,NH1938,N,0.0007429420505200594,0.02823179791976226,2.5318498636364577,2.7952163219451904,-0.26336645830873273,0.26336645830873273,0.06936189136208545,0.985,True
557,NH1610,J,0.001114413075780089,0.03714710252600297,2.4609179873736116,2.71614408493042,-0.25522609755680836,0.25522609755680836,0.06514036087407746,0.98375,True
138,NH1122,L,0.0014858841010401188,0.04309063893016345,2.3921322121216675,2.6446871757507324,-0.25255496362906493,0.25255496362906493,0.06378400965367831,0.9825,True
590,NH1671,L,0.0007429420505200594,0.030832095096582468,2.7723035265154166,2.526176929473877,0.2461265970415396,0.2461265970415396,0.06057830177124841,0.98125,True
269,NH1291,M,0.029346210995542348,0.05163447251114413,2.8228221780299996,2.5777766704559326,0.24504550757406696,0.24504550757406696,0.0600473007822321,0.98,True
323,NH1352,N,0.0003714710252600297,0.04309063893016345,2.7900420984851406,3.033813714981079,-0.24377161649593848,0.24377161649593848,0.059424601009042906,0.97875,True
777,NH1916,L,0.0007429420505200594,0.03714710252600297,2.4743899356062498,2.715214729309082,-0.24082479370283227,0.24082479370283227,0.05799658126201172,0.9775,True
280,NH1302,N,0.0,0.03789004457652303,3.014583128788751,2.7753539085388184,0.23922922024993243,0.23922922024993243,0.05723061982139068,0.97625,True
253,NH1272,M,0.0007429420505200594,0.05609212481426449,2.941386454545417,2.704188823699951,0.23719763084546575,0.23719763084546575,0.05626271607870184,0.975,True
558,NH1611,J,0.0003714710252600297,0.05052005943536404,2.5755620909088894,2.810535430908203,-0.2349733399993137,0.2349733399993137,0.05521247051043307,0.97375,True
515,NH1569,J,0.0003714710252600297,0.041604754829123326,3.258172492424584,3.0232222080230713,0.23495028440151255,0.23495028440151255,0.05520163614035163,0.9725,True
343,NH1379,L,0.0007429420505200594,0.04234769687964339,2.427929627272333,2.6624948978424072,-0.23456527057007426,0.23456527057007426,0.05502086615761215,0.97125,True
725,NH1860,J,0.0029717682020802376,0.031203566121842496,3.2950815606061115,3.060936212539673,0.2341453480664386,0.2341453480664386,0.054824044021153685,0.97,True
762,NH1897,O,0.02786032689450223,0.03268945022288262,3.4524270227275,3.2191884517669678,0.23323857096053224,0.23323857096053224,0.05440023098371123,0.96875,True
748,NH1883,O,0.0274888558692422,0.03863298662704309,3.145264628787778,2.9135193824768066,0.23174524631097126,0.23174524631097126,0.05370585918773274,0.9675,True
420,NH1463,L,0.12741456166419018,0.028603268945022287,2.520522416666666,2.7522284984588623,-0.2317060817921961,0.2317060817921961,0.053687708339491866,0.96625,True
552,NH1605,N,0.02711738484398217,0.033432392273402674,2.539839329545001,2.7699649333953857,-0.23012560385038494,0.23012560385038494,0.0529577935475043,0.965,True
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.9623866081237793,0.2277561646033046,0.2277561646033046,0.05187287051480759,0.96375,True
625,NH1733,L,0.08172362555720654,0.03789004457652303,2.632047236741875,2.8520090579986572,-0.2199618212567822,0.2199618212567822,0.04838320281060061,0.9625,True
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.8357298374176025,0.21567619667323035,0.21567619667323035,0.046516221811429934,0.96125,True
453,NH1494,N,0.001114413075780089,0.04271916790490342,2.8766519621216666,2.6610610485076904,0.2155909136139762,0.2155909136139762,0.04647944203290895,0.96,True
584,NH1664,M,0.036404160475482915,0.041976225854383355,2.5381910833333334,2.7511305809020996,-0.21293949756876618,0.21293949756876618,0.045343229624838575,0.95875,True
792,NH1935,O,0.030089153046062408,0.03194650817236255,2.9520165227275004,2.7452569007873535,0.20675962194014685,0.20675962194014685,0.04274954126483246,0.9575,True
301,NH1327,L,0.0007429420505200594,0.03789004457652303,2.477386280302916,2.683955669403076,-0.2065693891001601,0.2065693891001601,0.04267091251321334,0.95625,True
168,NH1158,N,0.030089153046062408,0.03863298662704309,2.71284021212125,2.912735939025879,-0.1998957269046291,0.1998957269046291,0.039958301634730055,0.955,True
232,NH1249,N,0.0003714710252600297,0.04457652303120357,2.5249590732322225,2.7228007316589355,-0.19784165842671309,0.19784165842671309,0.039141321809032216,0.95375,True
241,NH1259,N,0.0003714710252600297,0.03900445765230312,3.1357789444447226,2.9396674633026123,0.1961114811421103,0.1961114811421103,0.03845971303575228,0.9525,True
346,NH1382,L,0.0014858841010401188,0.043833580980683504,2.5365751893945836,2.7299671173095703,-0.19339192791498672,0.19339192791498672,0.03740043778267542,0.95125,True
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9308273792266846,-0.19272322316614288,0.19272322316614288,0.03714224074754691,0.95,True
364,NH1402,N,0.0003714710252600297,0.037518573551263,2.7964503750012497,2.606584310531616,0.1898660644696335,0.1898660644696335,0.036049122437187026,0.94875,True
255,NH1277,M,0.0007429420505200594,0.04977711738484398,2.7712728068183337,2.9595112800598145,-0.1882384732414808,0.1882384732414808,0.035433722808283684,0.9475,True
153,NH1139,L,0.0003714710252600297,0.03528974739970282,2.617799515150833,2.8041040897369385,-0.1863045745861056,0.1863045745861056,0.03470939451170979,0.94625,True
385,NH1426,L,0.0007429420505200594,0.041604754829123326,2.9159720511366674,2.729907751083374,0.18606430005329333,0.18606430005329333,0.03461992375432197,0.945,True
446,NH1487,J,0.0,0.043462109955423475,2.7554371666662503,2.939695119857788,-0.18425795319153782,0.18425795319153782,0.03395099331433494,0.94375,True
409,NH1450,J,0.0014858841010401188,0.04049034175334324,2.755381289925676,2.93937611579895,-0.18399482587327398,0.18399482587327398,0.03385409594813641,0.9425,True
302,NH1328,M,0.0014858841010401188,0.04940564635958395,2.4199650151525,2.6033222675323486,-0.18335725237984857,0.18335725237984857,0.03361988200028748,0.94125,True
462,NH1503,N,0.0007429420505200594,0.03268945022288262,2.989936401514583,2.807602643966675,0.18233375754790826,0.18233375754790826,0.03324559914153939,0.94,True
219,NH1231,M,0.0014858841010401188,0.046805349182763745,2.6904530774407402,2.8698618412017822,-0.17940876376104198,0.17940876376104198,0.03218750451426537,0.93875,True
