row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_error,squared_error,error_percentile,hard_sample
0,NH0995,O,0.0003714710252600297,0.044947994056463596,2.814025348484583,2.683258295059204,0.13076705342537887,0.13076705342537887,0.01710002226155589,0.80875,False
1,NH0996,O,0.0,0.03714710252600297,2.78295470454625,2.793426036834717,-0.010471332288466861,0.010471332288466861,0.00010964879989548864,0.0975,False
2,NH0997,O,0.0018573551263001485,0.04569093610698365,2.7259733598475004,2.7108349800109863,0.015138379836514115,0.015138379836514115,0.00022917054407457714,0.1275,False
3,NH0998,O,0.0014858841010401188,0.03714710252600297,2.7947683712120837,2.8111743927001953,-0.016406021488111655,0.016406021488111655,0.00026915754106838135,0.1425,False
4,NH0999,N,0.0018573551263001485,0.036404160475482915,2.787539200757083,2.7900283336639404,-0.002489132906857261,0.002489132906857261,6.195782627999677e-06,0.02125,False
5,NH1000,L,0.0007429420505200594,0.05163447251114413,2.5691751628791666,2.651646852493286,-0.08247168961411955,0.08247168961411955,0.006801579587807674,0.63625,False
6,NH1001,N,0.029346210995542348,0.03677563150074294,2.9658237234845823,2.9514784812927246,0.014345242191857732,0.014345242191857732,0.00020578597354305522,0.1225,False
7,NH1001,O,0.029346210995542348,0.03714710252600297,2.9658237234845823,3.0396623611450195,-0.07383863766043719,0.07383863766043719,0.005452144411549334,0.58125,False
8,NH1002,L,0.029717682020802376,0.04271916790490342,2.7739209507579163,2.758507490158081,0.015413460599835282,0.015413460599835282,0.00023757476766267464,0.13125,False
9,NH1002,O,0.029717682020802376,0.041976225854383355,2.7739209507579163,2.7843008041381836,-0.010379853380267257,0.010379853380267257,0.00010774135619584559,0.09625,False
10,NH1003,N,0.03194650817236255,0.03863298662704309,3.1972194621212506,3.159853458404541,0.03736600371670962,0.03736600371670962,0.001396218233757157,0.335,False
11,NH1003,O,0.03194650817236255,0.03863298662704309,3.1972194621212506,3.1830921173095703,0.01412734481168032,0.01412734481168032,0.00019958187142811085,0.12125,False
12,NH1004,N,0.030089153046062408,0.0412332838038633,3.112323340909583,3.0750129222869873,0.037310418622595876,0.037310418622595876,0.0013920673377933492,0.3325,False
13,NH1004,O,0.030089153046062408,0.041604754829123326,3.112323340909583,3.1374611854553223,-0.025137844545739085,0.025137844545739085,0.0006319112284057443,0.21375,False
14,NH1005,L,0.0274888558692422,0.03863298662704309,2.756221803030417,2.7028207778930664,0.053401025137350455,0.053401025137350455,0.002851669485719935,0.45375,False
15,NH1006,M,0.02674591381872214,0.04049034175334324,3.122650814393333,3.1795835494995117,-0.0569327351061788,0.0569327351061788,0.003241336326670324,0.47375,False
16,NH1007,L,0.02711738484398217,0.03714710252600297,2.9521636515150003,2.9562056064605713,-0.004041954945571025,0.004041954945571025,1.6337399782026063e-05,0.04,False
17,NH1008,M,0.02711738484398217,0.041976225854383355,3.0680799873733338,2.9609405994415283,0.10713938793180544,0.10713938793180544,0.011478848446401898,0.745,False
18,NH1009,L,0.02786032689450223,0.03603268945022288,2.652616911615555,2.7466483116149902,-0.0940313999994351,0.0940313999994351,0.008841904185853764,0.69125,False
19,NH1010,M,0.02711738484398217,0.041604754829123326,2.954648253787917,2.9723217487335205,-0.01767349494560344,0.01767349494560344,0.00031235242359227037,0.1525,False
20,NH1011,L,0.02711738484398217,0.03417533432392273,2.739788863636666,2.7459399700164795,-0.00615110637981342,0.00615110637981342,3.7836109695781364e-05,0.05625,False
21,NH1012,M,0.02823179791976226,0.043462109955423475,2.908289215909583,2.8714382648468018,0.036850951062781245,0.036850951062781245,0.0013579925942314981,0.3275,False
22,NH1013,M,0.0274888558692422,0.0412332838038633,2.911308340909167,2.919799327850342,-0.008490986941174672,0.008490986941174672,7.209685923519882e-05,0.08,False
23,NH1014,O,0.0007429420505200594,0.04606240713224369,2.777979219696667,2.7531208992004395,0.024858320496227382,0.024858320496227382,0.0006179360978931583,0.21,False
24,NH1015,O,0.0007429420505200594,0.04086181277860327,2.5617208522729173,2.710561513900757,-0.1488406616278395,0.1488406616278395,0.02215354255381301,0.8625,False
25,NH1016,O,0.0007429420505200594,0.04457652303120357,2.7517345643929176,2.6721889972686768,0.07954556712424088,0.07954556712424088,0.006327497249117111,0.62375,False
26,NH1017,O,0.0003714710252600297,0.04234769687964339,3.0183430984837494,2.9844741821289062,0.033868916354843126,0.033868916354843126,0.0011471034950513602,0.2825,False
27,NH1018,O,0.001114413075780089,0.045319465081723624,2.6919653901504166,2.6983041763305664,-0.006338786180149825,0.006338786180149825,4.01802102376584e-05,0.05875,False
28,NH1019,O,0.001114413075780089,0.045319465081723624,2.7220047992416667,2.711331605911255,0.010673193330411834,0.010673193330411834,0.00011391705586834767,0.10125,False
29,NH1020,O,0.0003714710252600297,0.043462109955423475,2.7690984053041667,2.772625207901001,-0.0035268025968342442,0.0035268025968342442,1.2438336557036768e-05,0.035,False
30,NH1021,M,0.002228826151560178,0.05163447251114413,2.6494786287883336,2.6804587841033936,-0.030980155315059932,0.030980155315059932,0.0009597700233452361,0.26125,False
31,NH1022,L,0.0007429420505200594,0.03528974739970282,2.9623063106049994,2.926325798034668,0.03598051257033141,0.03598051257033141,0.0012945972848237767,0.315,False
32,NH1023,M,0.0,0.04234769687964339,2.732028564394167,2.7787787914276123,-0.046750227033445224,0.046750227033445224,0.0021855837276786726,0.40875,False
33,NH1024,L,0.0003714710252600297,0.03714710252600297,2.9472456704550005,2.9087600708007812,0.03848559965421927,0.03848559965421927,0.0014811413807448424,0.34875,False
34,NH1024,O,0.0003714710252600297,0.036404160475482915,2.9472456704550005,2.9123778343200684,0.03486783613493216,0.03486783613493216,0.001215765996732481,0.3,False
35,NH1025,L,0.002228826151560178,0.04309063893016345,2.8777555227262495,2.83143949508667,0.04631602763957954,0.04631602763957954,0.002145174416310296,0.405,False
36,NH1025,O,0.002228826151560178,0.041604754829123326,2.8777555227262495,2.8934109210968018,-0.015655398370552298,0.015655398370552298,0.0002450914981406915,0.135,False
37,NH1026,N,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.998537063598633,-0.023086131779882724,0.023086131779882724,0.0005329694805581111,0.2,False
38,NH1026,O,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.983215570449829,-0.007764638631079013,0.007764638631079013,6.0289613071244566e-05,0.07625,False
39,NH1027,N,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.69881272315979,0.08431758744687734,0.08431758744687734,0.007109455552861807,0.6475,False
40,NH1027,O,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.8271803855895996,-0.04405007498293223,0.04405007498293223,0.001940409106001952,0.39125,False
41,NH1028,L,0.0007429420505200594,0.038261515601783064,2.8341194166654167,2.7488276958465576,0.08529172081885905,0.08529172081885905,0.0072746776402421946,0.65375,False
42,NH1028,O,0.0007429420505200594,0.03714710252600297,2.8341194166654167,2.7828497886657715,0.051269627999645184,0.051269627999645184,0.0026285747552220015,0.4375,False
43,NH1029,N,0.0014858841010401188,0.036404160475482915,3.133830560605,3.1067023277282715,0.027128232876728386,0.027128232876728386,0.0007359410190140069,0.22875,False
44,NH1029,O,0.0014858841010401188,0.03677563150074294,3.133830560605,3.1246225833892822,0.009207977215717644,0.009207977215717644,8.478684440517526e-05,0.0875,False
45,NH1030,N,0.0003714710252600297,0.04903417533432392,2.845201545454583,2.8514294624328613,-0.006227916978278181,0.006227916978278181,3.878694988832563e-05,0.0575,False
46,NH1030,O,0.0003714710252600297,0.04940564635958395,2.845201545454583,2.8353452682495117,0.009856277205071429,0.009856277205071429,9.714620034321066e-05,0.09,False
47,NH1031,L,0.0,0.038261515601783064,2.8045438106054172,2.75520920753479,0.0493346030706272,0.0493346030706272,0.002433903060136339,0.425,False
48,NH1031,O,0.0,0.03714710252600297,2.8045438106054172,2.7681281566619873,0.03641565394342994,0.03641565394342994,0.0013260998521276443,0.31875,False
49,NH1032,L,0.002228826151560178,0.03974739970282318,3.2915247045458336,3.125415802001953,0.16610890254388044,0.16610890254388044,0.027592167504332372,0.9025,True
50,NH1032,O,0.002228826151560178,0.038261515601783064,3.2915247045458336,3.223421812057495,0.06810289248833845,0.06810289248833845,0.004638003965278185,0.5475,False
51,NH1033,N,0.0003714710252600297,0.04606240713224369,2.9680374696983334,2.9274003505706787,0.040637119127654664,0.040637119127654664,0.0016513754509951965,0.36875,False
52,NH1033,O,0.0003714710252600297,0.046433878157503716,2.9680374696983334,2.9616570472717285,0.006380422426604859,0.006380422426604859,4.070979034192224e-05,0.06,False
53,NH1034,L,0.0003714710252600297,0.04309063893016345,2.864424124999583,2.8299551010131836,0.034469023986399616,0.034469023986399616,0.001188113614574992,0.2925,False
54,NH1034,O,0.0003714710252600297,0.041604754829123326,2.864424124999583,2.8440632820129395,0.020360842986643757,0.020360842986643757,0.00041456392712676025,0.17125,False
55,NH1035,N,0.002600297176820208,0.037518573551263,3.172917340909583,3.137143850326538,0.03577349058304513,0.03577349058304513,0.0012797426284952187,0.3125,False
56,NH1035,O,0.002600297176820208,0.03714710252600297,3.172917340909583,3.1574931144714355,0.01542422643814767,0.01542422643814767,0.00023790676121525356,0.1325,False
57,NH1036,N,0.0007429420505200594,0.04717682020802377,2.999257371212083,2.9410390853881836,0.05821828582389932,0.05821828582389932,0.0033893688042732364,0.4825,False
58,NH1036,O,0.0007429420505200594,0.0475482912332838,2.999257371212083,3.000704288482666,-0.0014469172705831035,0.0014469172705831035,2.093569587911658e-06,0.01875,False
59,NH1037,L,0.0003714710252600297,0.038261515601783064,3.03760101515125,3.06341814994812,-0.02581713479687009,0.02581713479687009,0.0006665244491197604,0.22,False
60,NH1038,N,0.0003714710252600297,0.03603268945022288,2.698237117424167,2.8039820194244385,-0.10574490200027142,0.10574490200027142,0.011181984299047007,0.74,False
61,NH1039,M,0.0007429420505200594,0.05089153046062407,2.4650328371208334,2.620067596435547,-0.15503475931471344,0.15503475931471344,0.02403577659577113,0.88,False
62,NH1040,L,0.001114413075780089,0.03417533432392273,3.1022917840904163,3.0068650245666504,0.09542675952376589,0.09542675952376589,0.009106266433206644,0.69375,False
63,NH1041,O,0.0007429420505200594,0.03937592867756315,2.7737916401516665,2.770406484603882,0.003385155547784624,0.003385155547784624,1.1459278082697018e-05,0.03125,False
64,NH1042,L,0.0,0.03528974739970282,2.5935001388886105,2.5956830978393555,-0.00218295895074494,0.00218295895074494,4.7653097806374485e-06,0.02,False
65,NH1043,L,0.0007429420505200594,0.043833580980683504,2.6239309191916664,2.65925669670105,-0.03532577750938337,0.03532577750938337,0.001247910556642456,0.3075,False
66,NH1044,L,0.002228826151560178,0.03603268945022288,2.6159792247480556,2.6844499111175537,-0.06847068636949816,0.06847068636949816,0.004688234891910181,0.54875,False
67,NH1045,O,0.0007429420505200594,0.03566121842496285,2.6250939318183333,2.681532621383667,-0.05643868956533371,0.05643868956533371,0.0031853256798521083,0.47125,False
68,NH1046,O,0.0007429420505200594,0.03677563150074294,2.701172087120833,2.8787357807159424,-0.17756369359510948,0.17756369359510948,0.031528865283137926,0.93625,True
69,NH1047,O,0.0007429420505200594,0.0412332838038633,2.7164298371212494,2.6989493370056152,0.01748050011563418,0.01748050011563418,0.0003055678842926865,0.15125,False
70,NH1048,O,0.001114413075780089,0.03974739970282318,2.7741930568175,2.811628580093384,-0.03743552327588384,0.03743552327588384,0.001401418402939241,0.33625,False
71,NH1049,L,0.0018573551263001485,0.046433878157503716,2.578657691919722,2.6931891441345215,-0.11453145221479932,0.11453145221479932,0.01311745354643086,0.7675,False
72,NH1050,N,0.0014858841010401188,0.03863298662704309,2.8985573611116666,2.7213432788848877,0.17721408222677892,0.17721408222677892,0.03140483093947956,0.935,True
73,NH1051,M,0.0003714710252600297,0.05312035661218425,3.2414208611108335,3.1663076877593994,0.07511317335143408,0.07511317335143408,0.0056419888109225875,0.5875,False
74,NH1052,L,0.030832095096582468,0.03789004457652303,2.987806723485,3.0483932495117188,-0.06058652602671888,0.06058652602671888,0.0036707271359862842,0.4975,False
75,NH1053,N,0.02897473997028232,0.04049034175334324,2.86922614015125,2.8316454887390137,0.03758065141223632,0.03758065141223632,0.0014123053605680199,0.34,False
76,NH1054,J,0.030460624071322436,0.046805349182763745,2.9176920505052766,2.99688982963562,-0.07919777913034354,0.07919777913034354,0.006272288219178679,0.62125,False
77,NH1055,J,0.029717682020802376,0.05237741456166419,2.6812416590913895,2.733593225479126,-0.052351566387736526,0.052351566387736526,0.002740686503249585,0.445,False
78,NH1056,J,0.029346210995542348,0.043833580980683504,2.8710524797972212,2.928487539291382,-0.05743505949416061,0.05743505949416061,0.003298786059097769,0.4775,False
79,NH1057,J,0.02897473997028232,0.04717682020802377,2.9321518409091665,2.7848012447357178,0.1473505961734487,0.1473505961734487,0.021712198192670756,0.85125,False
80,NH1058,J,0.029346210995542348,0.04977711738484398,2.8585481189389994,2.853731155395508,0.0048169635434915925,0.0048169635434915925,2.320313777932708e-05,0.04375,False
81,NH1059,J,0.029346210995542348,0.04977711738484398,3.1675753939404174,3.0551421642303467,0.11243322971007075,0.11243322971007075,0.012641231143037536,0.76125,False
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9308273792266846,-0.19272322316614288,0.19272322316614288,0.03714224074754691,0.95,True
83,NH1061,L,0.030460624071322436,0.04011887072808321,3.1726480151512497,3.050630569458008,0.12201744569324191,0.12201744569324191,0.014888257053503239,0.7975,False
84,NH1062,N,0.030089153046062408,0.04049034175334324,2.903242549242084,2.822272777557373,0.08096977168471087,0.08096977168471087,0.006556103926674206,0.63,False
85,NH1063,L,0.029717682020802376,0.0412332838038633,2.9117059848487505,2.978965997695923,-0.06726001284717231,0.06726001284717231,0.004523909328201785,0.5425,False
86,NH1064,N,0.029346210995542348,0.03528974739970282,2.9427593295454164,2.8453598022460938,0.09739952729932266,0.09739952729932266,0.0094866679181315,0.70375,False
87,NH1065,M,0.002600297176820208,0.05237741456166419,2.6342583977283334,2.667410135269165,-0.03315173754083167,0.03315173754083167,0.0010990377019761879,0.27625,False
88,NH1068,N,0.029717682020802376,0.04271916790490342,3.315515136364166,3.2715091705322266,0.04400596583193961,0.04400596583193961,0.0019365250288018363,0.39,False
89,NH1068,O,0.029717682020802376,0.04309063893016345,3.315515136364166,3.2307655811309814,0.08474955523318473,0.08474955523318473,0.007182487112222628,0.65125,False
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.9623866081237793,0.2277561646033046,0.2277561646033046,0.05187287051480759,0.96375,True
91,NH1070,N,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.790034770965576,0.058933645702340165,0.058933645702340165,0.0034731745957689575,0.4875,False
92,NH1070,O,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.845789670944214,0.0031787457237024697,0.0031787457237024697,1.0104424375956737e-05,0.0275,False
93,NH1071,N,0.02897473997028232,0.045319465081723624,2.968626496211667,2.901374340057373,0.06725215615429381,0.06725215615429381,0.004522852507401518,0.54125,False
94,NH1071,O,0.02897473997028232,0.04569093610698365,2.968626496211667,2.9616880416870117,0.0069384545246551355,0.0069384545246551355,4.814215119070732e-05,0.0675,False
95,NH1072,N,0.030832095096582468,0.03974739970282318,2.833847981060416,2.8129327297210693,0.020915251339346685,0.020915251339346685,0.0004374477385880433,0.17875,False
96,NH1072,O,0.030832095096582468,0.03974739970282318,2.833847981060416,2.9009952545166016,-0.06714727345618554,0.06714727345618554,0.004508756332599759,0.54,False
97,NH1073,N,0.04569093610698365,0.037518573551263,2.7974188749995834,2.7663991451263428,0.031019729873240642,0.031019729873240642,0.0009622236414088179,0.2625,False
98,NH1074,N,0.002600297176820208,0.038261515601783064,2.9144939356058335,2.884155035018921,0.030338900586912576,0.030338900586912576,0.0009204488888225643,0.25625,False
99,NH1075,J,0.0018573551263001485,0.0512630014858841,2.6902861060604986,2.7186801433563232,-0.02839403729582468,0.02839403729582468,0.000806221353956683,0.24375,False
100,NH1076,J,0.0007429420505200594,0.04606240713224369,2.5707335818185,2.6579439640045166,-0.0872103821860164,0.0872103821860164,0.007605650761031047,0.66125,False
101,NH1077,J,0.0014858841010401188,0.04457652303120357,2.805351297979444,2.854290008544922,-0.04893871056547772,0.04893871056547772,0.0023949973918116004,0.4225,False
102,NH1078,N,0.0007429420505200594,0.03566121842496285,2.4777652575758333,2.6460933685302734,-0.1683281109544401,0.1683281109544401,0.0283343529374903,0.91375,True
103,NH1079,N,0.03194650817236255,0.03677563150074294,2.9313184583325,2.892411947250366,0.03890651108213383,0.03890651108213383,0.0015137166045842026,0.35125,False
104,NH1079,O,0.03194650817236255,0.03677563150074294,2.9313184583325,2.8882248401641846,0.04309361816831547,0.04309361816831547,0.0018570599268365694,0.3825,False
105,NH1080,N,0.001114413075780089,0.03566121842496285,2.855838647726667,2.930500030517578,-0.07466138279091128,0.07466138279091128,0.0055743220802509826,0.585,False
106,NH1081,N,0.0018573551263001485,0.04049034175334324,2.523999419192222,2.626922130584717,-0.10292271139249465,0.10292271139249465,0.010593084520382748,0.72875,False
107,NH1082,L,0.0014858841010401188,0.04569093610698365,2.487453719696667,2.6522533893585205,-0.16479966966185344,0.16479966966185344,0.027158931120656017,0.8975,False
108,NH1083,N,0.0014858841010401188,0.03863298662704309,2.8043310757572226,2.86565899848938,-0.06132792273215726,0.06132792273215726,0.003761114106641451,0.50125,False
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.746413230895996,0.27194203804233696,0.27194203804233696,0.07395247205461984,0.98625,True
110,NH1085,L,0.0003714710252600297,0.04457652303120357,3.1800548977274996,3.0067896842956543,0.1732652134318453,0.1732652134318453,0.03002083418558291,0.92375,True
111,NH1086,L,0.0014858841010401188,0.04606240713224369,2.814487545454167,2.8087260723114014,0.005761473142765539,0.005761473142765539,3.3194572774808615e-05,0.05125,False
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.8357298374176025,0.21567619667323035,0.21567619667323035,0.046516221811429934,0.96125,True
113,NH1088,N,0.0007429420505200594,0.04011887072808321,2.6765812348487494,2.624244451522827,0.05233678332592229,0.05233678332592229,0.002739138888904537,0.44375,False
114,NH1089,L,0.0018573551263001485,0.044947994056463596,2.592809897726667,2.689840316772461,-0.09703041904579379,0.09703041904579379,0.009414902220202344,0.70125,False
115,NH1090,M,0.0003714710252600297,0.05460624071322437,2.9624291401516665,2.8392632007598877,0.12316593939177878,0.12316593939177878,0.015169848626259324,0.79875,False
116,NH1091,M,0.0014858841010401188,0.05609212481426449,2.7214452386375,2.811389684677124,-0.08994444603962393,0.08994444603962393,0.00809000337337482,0.67125,False
117,NH1092,M,0.0003714710252600297,0.04234769687964339,2.9688508787875003,2.945493698120117,0.023357180667383126,0.023357180667383126,0.000545557888728776,0.2025,False
118,NH1093,L,0.0014858841010401188,0.03268945022288262,2.8608070643945824,2.712277412414551,0.14852965198003165,0.14852965198003165,0.02206105751730932,0.86,False
119,NH1094,N,0.004086181277860327,0.04234769687964339,2.5178163598487497,2.6662135124206543,-0.14839715257190456,0.14839715257190456,0.02202171489144912,0.85875,False
120,NH1095,L,0.0014858841010401188,0.041976225854383355,2.5500920277777785,2.666304588317871,-0.11621256054009255,0.11621256054009255,0.013505359227284675,0.77625,False
121,NH1096,N,0.0014858841010401188,0.04271916790490342,2.552244474747501,2.5840718746185303,-0.03182739987102945,0.03182739987102945,0.0010129833825504055,0.26875,False
122,NH1097,M,0.0007429420505200594,0.04977711738484398,2.836407742424167,2.9159698486328125,-0.07956210620864557,0.07956210620864557,0.0063301287443557975,0.62625,False
123,NH1098,M,0.0003714710252600297,0.050148588410104014,2.6806118358586115,2.5687787532806396,0.11183308257797187,0.11183308257797187,0.012506638358891474,0.76,False
124,NH1099,L,0.002600297176820208,0.038261515601783064,2.7470737393934996,2.7025647163391113,0.04450902305438831,0.04450902305438831,0.00198105313325607,0.39625,False
125,NH1100,N,0.0029717682020802376,0.036404160475482915,2.613716775253056,2.5541837215423584,0.059533053710697725,0.059533053710697725,0.0035441844841208204,0.4925,False
126,NH1101,N,0.001114413075780089,0.034546805349182766,2.633580800505278,2.5349690914154053,0.0986117090898726,0.0986117090898726,0.009724269169625663,0.7075,False
127,NH1102,M,0.0007429420505200594,0.0412332838038633,2.7202946388888884,2.841176748275757,-0.12088210938686839,0.12088210938686839,0.014612484369818815,0.7925,False
128,NH1103,L,0.0018573551263001485,0.037518573551263,2.8136469898988885,2.7834062576293945,0.030240732269493975,0.030240732269493975,0.0009145018881952142,0.255,False
129,NH1113,M,0.0003714710252600297,0.04903417533432392,2.652038446969444,2.5588791370391846,0.09315930993025923,0.09315930993025923,0.008678657026682095,0.68625,False
130,NH1114,L,0.002600297176820208,0.04086181277860327,2.733161914140833,2.9006972312927246,-0.1675353171518914,0.1675353171518914,0.028068082493184838,0.91125,True
