ID,Tool,missing_rate,zero_rate,row_index,fold,y_true,y_pred,residual,absolute_residual,squared_error,relative_error
NH1835,O,0.002600297176820208,0.03528974739970282,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,1.4897834783802992,0.7561249809687328
NH1204,L,0.0003714710252600297,0.04791976225854384,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,0.23364585957520542,0.20504166397603876
NH1856,J,0.002600297176820208,0.030832095096582468,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,0.18442562911102459,0.16426709058511751
NH1928,J,0.002228826151560178,0.033060921248142645,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,0.15450134448029298,0.1556976692380768
NH1665,L,0.03863298662704309,0.048662704309063894,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,0.13761797429592107,0.1484787436521901
NH1321,M,0.0003714710252600297,0.04234769687964339,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,0.10443214555100942,0.13070701812169416
NH1569,J,0.0003714710252600297,0.041604754829123326,515,1,3.258172492424584,2.9370834827423096,0.3210890096822743,0.3210890096822743,0.10309815213874363,0.09854880624912399
NH1231,M,0.0014858841010401188,0.046805349182763745,219,4,2.6904530774407402,2.9987919330596924,-0.30833885561895213,0.30833885561895213,0.09507284988440501,0.1146048069762811
NH1857,J,0.0014858841010401188,0.0338038632986627,722,5,2.542369007576389,2.848600387573242,-0.306231379996853,0.306231379996853,0.09377765809477699,0.12045119299525263
NH1085,L,0.0003714710252600297,0.04457652303120357,110,1,3.1800548977274996,2.878791332244873,0.30126356548262656,0.30126356548262656,0.09075973588730482,0.09473533482010575
NH1848,O,0.0014858841010401188,0.03863298662704309,715,1,2.5659426136366656,2.8459954261779785,-0.28005281254131287,0.28005281254131287,0.07842957781229973,0.10914227428659823
NH1139,L,0.0003714710252600297,0.03528974739970282,153,3,2.617799515150833,2.8942971229553223,-0.2764976078044894,0.2764976078044894,0.07645092712160524,0.1056221479926634
NH1781,J,0.02786032689450223,0.03194650817236255,651,4,3.201655295454167,2.9300127029418945,0.2716425925122725,0.2716425925122725,0.07378969806678853,0.0848444218519952
NH1866,N,0.03566121842496285,0.037518573551263,731,4,2.380365381313055,2.6475040912628174,-0.2671387099497622,0.2671387099497622,0.07136309035362318,0.11222592634173292
NH1610,J,0.001114413075780089,0.03714710252600297,557,4,2.4609179873736116,2.7261734008789062,-0.2652554135052947,0.2652554135052947,0.07036043439386487,0.1077871813957839
NH1379,L,0.0007429420505200594,0.04234769687964339,343,5,2.427929627272333,2.6895053386688232,-0.2615757113964903,0.2615757113964903,0.06842185279257997,0.10773611741385222
NH1084,L,0.0018573551263001485,0.04569093610698365,109,1,3.018355268938333,2.7648465633392334,0.25350870559909966,0.25350870559909966,0.06426666381453099,0.0839890215071283
NH1463,L,0.12741456166419018,0.028603268945022287,420,3,2.520522416666666,2.770944118499756,-0.25042170183308965,0.25042170183308965,0.06271102874898085,0.09935309449227883
NH1483,J,0.002228826151560178,0.04791976225854384,442,2,3.305119875,3.0547144412994385,0.25040543370056145,0.25040543370056145,0.06270288122676627,0.07576289005265979
NH1272,M,0.0007429420505200594,0.05609212481426449,253,4,2.941386454545417,2.6928484439849854,0.24853801056043157,0.24853801056043157,0.061771142693337194,0.08449689097339572
NH1200,L,0.045319465081723624,0.03789004457652303,201,5,2.57877350000125,2.824389696121216,-0.24561619611996566,0.24561619611996566,0.06032731579644143,0.09524535447558746
NH1938,N,0.0007429420505200594,0.02823179791976226,795,1,2.5318498636364577,2.777418851852417,-0.2455689882159593,0.2455689882159593,0.060304127973409956,0.09699192347177935
NH1611,J,0.0003714710252600297,0.05052005943536404,558,4,2.5755620909088894,2.820359945297241,-0.24479785438835178,0.24479785438835178,0.05992598951314068,0.0950463804589817
NH1122,L,0.0014858841010401188,0.04309063893016345,138,5,2.3921322121216675,2.6365244388580322,-0.24439222673636474,0.24439222673636474,0.05972756048915871,0.10216501642252557
NH1335,N,0.003714710252600297,0.044947994056463596,307,3,3.0797070101005546,2.8361313343048096,0.24357567579574502,0.24357567579574502,0.05932910983935388,0.07909053523494529
NH1352,N,0.0003714710252600297,0.04309063893016345,323,1,2.7900420984851406,3.033477306365967,-0.24343520788082618,0.24343520788082618,0.059260700435981056,0.08725144613872049
NH1664,M,0.036404160475482915,0.041976225854383355,584,2,2.5381910833333334,2.7815496921539307,-0.24335860882059723,0.24335860882059723,0.05922341248709646,0.09587875807242435
NH1302,N,0.0,0.03789004457652303,280,3,3.014583128788751,2.7735753059387207,0.24100782285003008,0.24100782285003008,0.05808477067491148,0.07994731362634085
NH1069,O,0.030089153046062408,0.04271916790490342,90,2,3.190142772727084,2.951843738555908,0.2382990341711757,0.2382990341711757,0.05678642968691517,0.07469854835600094
NH1291,M,0.029346210995542348,0.05163447251114413,269,5,2.8228221780299996,2.5857250690460205,0.23709710898397907,0.23709710898397907,0.05621503908856085,0.08399293119815332
